system,objective,threshold,n_children_test,n_clips_test,f1_child_ci_low,f1_child_ci_high,balanced_acc_child_ci_low,balanced_acc_child_ci_high,mcc_child_ci_low,mcc_child_ci_high,auroc_child_ci_low,auroc_child_ci_high,auprc_child_ci_low,auprc_child_ci_high
babar_combined_runs::gbm_phoneme_all,youden,0.6095497898438788,109,441,0.8198427287581699,0.8892271341896891,0.7544673512712327,0.8393338359028281,0.4524021231655404,0.621009090592268,0.7991525838527397,0.8789018470712591,0.9035274406898296,0.9532781887335982
babar_combined_runs::lr_all_features,f1,0.1652196556585036,109,441,0.8513500954486084,0.9103662360466575,0.7359393247346806,0.8298892725771339,0.4527826787356774,0.6343047826694539,0.816541681121396,0.8967407695841917,0.9191138757493856,0.9613110760386243
babar_combined_runs::lr_all_features,balanced_acc,0.4688322088722529,109,441,0.8318533138091296,0.8998532850495948,0.7615237007223594,0.8582408174145586,0.46690737787097314,0.6575925917849895,0.816541681121396,0.8967407695841917,0.9191138757493856,0.9613110760386243
babar_combined_runs::lr_all_features,youden,0.4688322088722529,109,441,0.8318533138091296,0.8998532850495948,0.7615237007223594,0.8582408174145586,0.46690737787097314,0.6575925917849895,0.816541681121396,0.8967407695841917,0.9191138757493856,0.9613110760386243
babar_combined_runs::lr_diarizer_all,f1,0.3364366717899848,109,441,0.8464035136798523,0.9065880060184214,0.7450706589754237,0.842592006951729,0.45827329354562263,0.642134586589634,0.8194944031146443,0.891603379090735,0.92161622812677,0.9587530831760706
babar_combined_runs::lr_diarizer_all,balanced_acc,0.3930565380514644,109,441,0.8280419009115774,0.8940623304599433,0.7680890397405773,0.852572338800398,0.4722498186625884,0.6439040975873647,0.8194944031146443,0.891603379090735,0.92161622812677,0.9587530831760706
babar_combined_runs::lr_diarizer_all,youden,0.3930565380514644,109,441,0.8280419009115774,0.8940623304599433,0.7680890397405773,0.852572338800398,0.4722498186625884,0.6439040975873647,0.8194944031146443,0.891603379090735,0.92161622812677,0.9587530831760706
babar_combined_runs::lr_diarizer_plus_embedding,f1,0.1567465639423196,109,441,0.8464035136798523,0.9065880060184214,0.7450706589754237,0.842592006951729,0.45827329354562263,0.642134586589634,0.8135307457701031,0.8918604966885225,0.91618990140823,0.9591229935616423
babar_combined_runs::lr_diarizer_plus_embedding,balanced_acc,0.4388218675953305,109,441,0.8242577584657346,0.8906269117047309,0.7553102744582053,0.8513520132751241,0.44674167887165106,0.6433392904223666,0.8135307457701031,0.8918604966885225,0.91618990140823,0.9591229935616423
babar_combined_runs::lr_diarizer_plus_embedding,youden,0.4388218675953305,109,441,0.8242577584657346,0.8906269117047309,0.7553102744582053,0.8513520132751241,0.44674167887165106,0.6433392904223666,0.8135307457701031,0.8918604966885225,0.91618990140823,0.9591229935616423
babar_combined_runs::lr_diarizer_plus_phoneme,f1,0.1530385167868198,109,441,0.8503747341801253,0.9096432162026301,0.7315453818830062,0.8264798563138444,0.4440606444637649,0.6311894671565966,0.8193990300795576,0.8967351578210583,0.9215956466300006,0.9616279175905448
babar_combined_runs::lr_diarizer_plus_phoneme,balanced_acc,0.2628382595375251,109,441,0.8514497493160603,0.9067560150792772,0.76308872740596,0.8488870011397303,0.48914454240015187,0.6541762262056581,0.8193990300795576,0.8967351578210583,0.9215956466300006,0.9616279175905448
babar_combined_runs::lr_diarizer_plus_phoneme,youden,0.2628382595375251,109,441,0.8514497493160603,0.9067560150792772,0.76308872740596,0.8488870011397303,0.48914454240015187,0.6541762262056581,0.8193990300795576,0.8967351578210583,0.9215956466300006,0.9616279175905448
babar_combined_runs::lr_embedding_all,f1,0.1690362440705861,109,441,0.8464035136798523,0.9065880060184214,0.7450706589754237,0.842592006951729,0.45827329354562263,0.642134586589634,0.8115769341230504,0.8894473175109211,0.9148510275155705,0.9569792927633328
babar_combined_runs::lr_embedding_all,balanced_acc,0.5356318423372889,109,441,0.821427080849034,0.8913983492247038,0.7633174135503328,0.8533257188539779,0.45722266082212504,0.6427741078579091,0.8115769341230504,0.8894473175109211,0.9148510275155705,0.9569792927633328
babar_combined_runs::lr_embedding_all,youden,0.5356318423372889,109,441,0.821427080849034,0.8913983492247038,0.7633174135503328,0.8533257188539779,0.45722266082212504,0.6427741078579091,0.8115769341230504,0.8894473175109211,0.9148510275155705,0.9569792927633328
babar_combined_runs::lr_enrollment_only,f1,0.179464093489258,109,441,0.8464035136798523,0.9065880060184214,0.7450706589754237,0.842592006951729,0.45827329354562263,0.642134586589634,0.7711090382775876,0.8666684789791672,0.8881419838032946,0.9454398859991392
babar_combined_runs::lr_enrollment_only,balanced_acc,0.3524110525490057,109,441,0.8447194129188211,0.9027748861418347,0.752117725727741,0.84331449622474,0.465314277343038,0.6429445939700683,0.7711090382775876,0.8666684789791672,0.8881419838032946,0.9454398859991392
babar_combined_runs::lr_enrollment_only,youden,0.3524110525490057,109,441,0.8447194129188211,0.9027748861418347,0.752117725727741,0.84331449622474,0.465314277343038,0.6429445939700683,0.7711090382775876,0.8666684789791672,0.8881419838032946,0.9454398859991392
babar_combined_runs::lr_phoneme_all,f1,0.2477228783657264,109,441,0.8513500954486084,0.9103662360466575,0.7359393247346806,0.8298892725771339,0.4527826787356774,0.6343047826694539,0.8083378140649704,0.8882250368646617,0.9152542613610541,0.9581016398932403
babar_combined_runs::lr_phoneme_all,balanced_acc,0.3614816516930044,109,441,0.8330615785474598,0.8960859930012438,0.7523465985085839,0.840870859757652,0.45684909556463976,0.6303416770980502,0.8083378140649704,0.8882250368646617,0.9152542613610541,0.9581016398932403
babar_combined_runs::lr_phoneme_all,youden,0.3614816516930044,109,441,0.8330615785474598,0.8960859930012438,0.7523465985085839,0.840870859757652,0.45684909556463976,0.6303416770980502,0.8083378140649704,0.8882250368646617,0.9152542613610541,0.9581016398932403
babar_combined_runs::pertp_gbm_all_features,f1,0.2600789314076542,109,441,0.8546904761904761,0.9120746246955763,0.6724980663722029,0.7663900440922802,0.3697151009256608,0.5720889081768398,0.7860069841261341,0.8821775034217216,0.9045170312640372,0.954695847441432
babar_combined_runs::pertp_gbm_all_features,balanced_acc,0.4301792850338065,109,441,0.8309804983748645,0.8987770852369142,0.7415376618767902,0.8427764285439341,0.4384243581272252,0.6377537385236411,0.7860069841261341,0.8821775034217216,0.9045170312640372,0.954695847441432
babar_combined_runs::pertp_gbm_all_features,youden,0.4301792850338065,109,441,0.8309804983748645,0.8987770852369142,0.7415376618767902,0.8427764285439341,0.4384243581272252,0.6377537385236411,0.7860069841261341,0.8821775034217216,0.9045170312640372,0.954695847441432
babar_combined_runs::pertp_gbm_diarizer_plus_phoneme,f1,0.3139013616078449,109,441,0.848872245314093,0.9058328631247586,0.6607425056287055,0.7542211971722487,0.34722484108134927,0.5401535611799422,0.7918897571349541,0.8815385106439522,0.9061619825433554,0.9567709988895325
babar_combined_runs::pertp_gbm_diarizer_plus_phoneme,balanced_acc,0.7559792815309473,109,441,0.8088235294117647,0.8779105218377765,0.7494253128356406,0.8456064091207549,0.42688265617438487,0.6152954144138892,0.7918897571349541,0.8815385106439522,0.9061619825433554,0.9567709988895325
babar_combined_runs::pertp_gbm_diarizer_plus_phoneme,youden,0.7559792815309473,109,441,0.8088235294117647,0.8779105218377765,0.7494253128356406,0.8456064091207549,0.42688265617438487,0.6152954144138892,0.7918897571349541,0.8815385106439522,0.9061619825433554,0.9567709988895325
babar_combined_runs::pertp_logistic_all_features,f1,0.2106615444187654,109,441,0.8514173397103281,0.90881502264481,0.7544574521327249,0.8464217183970215,0.47294375173091957,0.6529864633626811,0.8105293014248596,0.890826911428474,0.9225063369931312,0.9635999331366237
babar_combined_runs::pertp_logistic_all_features,balanced_acc,0.4532185156497326,109,441,0.8330062816262432,0.9000040916530279,0.763401153051849,0.8580403958425774,0.4658358987876305,0.6565919620372158,0.8105293014248596,0.890826911428474,0.9225063369931312,0.9635999331366237
babar_combined_runs::pertp_logistic_all_features,youden,0.4532185156497326,109,441,0.8330062816262432,0.9000040916530279,0.763401153051849,0.8580403958425774,0.4658358987876305,0.6565919620372158,0.8105293014248596,0.890826911428474,0.9225063369931312,0.9635999331366237
babar_combined_runs::pertp_logistic_diarizer_plus_phoneme,f1,0.1576165564684539,109,441,0.8602075969755268,0.9151528442317917,0.6588943246032904,0.7517105189005467,0.3683233186448341,0.5693130901942021,0.8321994814259409,0.9072151990700377,0.9303285754246984,0.9662713733699293
babar_combined_runs::pertp_logistic_diarizer_plus_phoneme,balanced_acc,0.493279444646676,109,441,0.8244457669989584,0.8909182428309944,0.7594925661265413,0.8509172655096567,0.45845167583524166,0.6400409458043494,0.8321994814259409,0.9072151990700377,0.9303285754246984,0.9662713733699293
babar_combined_runs::pertp_logistic_diarizer_plus_phoneme,youden,0.493279444646676,109,441,0.8244457669989584,0.8909182428309944,0.7594925661265413,0.8509172655096567,0.45845167583524166,0.6400409458043494,0.8321994814259409,0.9072151990700377,0.9303285754246984,0.9662713733699293
babar_combined_runs::phoneme_all,f1,0.2477228783657261,109,441,0.8513500954486084,0.9103662360466575,0.7359393247346806,0.8298892725771339,0.4527826787356774,0.6343047826694539,0.8083378140649704,0.8882250368646617,0.9152542613610541,0.9581016398932403
babar_combined_runs::phoneme_all,balanced_acc,0.3614816516930041,109,441,0.8330615785474598,0.8960859930012438,0.7523465985085839,0.840870859757652,0.45684909556463976,0.6303416770980502,0.8083378140649704,0.8882250368646617,0.9152542613610541,0.9581016398932403
babar_combined_runs::phoneme_all,youden,0.3614816516930041,109,441,0.8330615785474598,0.8960859930012438,0.7523465985085839,0.840870859757652,0.45684909556463976,0.6303416770980502,0.8083378140649704,0.8882250368646617,0.9152542613610541,0.9581016398932403
babar_ecapa_enrollment_runs::enroll,f1,0.1484199121912852,109,441,0.8399226354467113,0.9007562358276644,0.7475195282084117,0.8422119482233865,0.4523361458216652,0.6382546654162718,0.7763807513507017,0.8694605944666443,0.8944728011666514,0.9484798162343556
babar_ecapa_enrollment_runs::enroll,balanced_acc,0.1561881980972771,109,441,0.8399226354467113,0.9007562358276644,0.7475195282084117,0.8422119482233865,0.4523361458216652,0.6382546654162718,0.7763807513507017,0.8694605944666443,0.8944728011666514,0.9484798162343556
babar_ecapa_enrollment_runs::enroll,youden,0.1561881980972771,109,441,0.8399226354467113,0.9007562358276644,0.7475195282084117,0.8422119482233865,0.4523361458216652,0.6382546654162718,0.7763807513507017,0.8694605944666443,0.8944728011666514,0.9484798162343556
baseline_results_seen_child/fused_attn,f1,0.5035005211830139,109,441,0.8571428571428571,0.9110823688531654,0.6726525218484484,0.7656472726330469,0.3827830553254363,0.5682003138406091,0.8391798654501673,0.8996138566275568,0.9342836374743949,0.968142026909598
baseline_results_seen_child/fused_attn,balanced_acc,0.977641761302948,109,441,0.8299508959525048,0.8918978015916791,0.7136374998914861,0.8122868712172737,0.4065941611591073,0.578215392368795,0.8391798654501673,0.8996138566275568,0.9342836374743949,0.968142026909598
baseline_results_seen_child/fused_attn,youden,0.977641761302948,109,441,0.8299508959525048,0.8918978015916791,0.7136374998914861,0.8122868712172737,0.4065941611591073,0.578215392368795,0.8391798654501673,0.8996138566275568,0.9342836374743949,0.968142026909598
baseline_results_seen_child/fused_attn_unfreeze2,f1,0.5541993379592896,109,441,0.8708255886349486,0.9210240378423314,0.7167775890488449,0.8102198976906175,0.468870578942436,0.6349662976165388,0.8545036439691938,0.915787751768339,0.9302746502055989,0.9716985747979583
baseline_results_seen_child/fused_attn_unfreeze2,balanced_acc,0.9994052648544312,109,441,0.7864337490672637,0.8549388606163415,0.7687620597470947,0.8411811157162725,0.45103199146449185,0.6018752604942396,0.8545036439691938,0.915787751768339,0.9302746502055989,0.9716985747979583
baseline_results_seen_child/fused_attn_unfreeze2,youden,0.9994052648544312,109,441,0.7864337490672637,0.8549388606163415,0.7687620597470947,0.8411811157162725,0.45103199146449185,0.6018752604942396,0.8545036439691938,0.915787751768339,0.9302746502055989,0.9716985747979583
baseline_results_seen_child/wavlm_attn,f1,0.4579177498817444,109,441,0.8422381947794394,0.9000033288948069,0.5973260841592484,0.6918416001687435,0.25353781482258786,0.4653735372197984,0.7441611826766239,0.8400912947959621,0.8815259826403289,0.9405756273610092
baseline_results_seen_child/wavlm_attn,balanced_acc,0.969477117061615,109,441,0.7509123275478415,0.8178702112765687,0.6852371649005207,0.7747811961489689,0.3124562851902188,0.48394376973917913,0.7441611826766239,0.8400912947959621,0.8815259826403289,0.9405756273610092
baseline_results_seen_child/wavlm_attn,youden,0.969477117061615,109,441,0.7509123275478415,0.8178702112765687,0.6852371649005207,0.7747811961489689,0.3124562851902188,0.48394376973917913,0.7441611826766239,0.8400912947959621,0.8815259826403289,0.9405756273610092
baseline_results_seen_child/wavlm_attn_lw,f1,0.4730161726474762,109,441,0.8370550140979259,0.897853758530957,0.6134970761720415,0.7304339018966095,0.26754549101937275,0.5026891373304013,0.7587682396728139,0.8451391089783338,0.9019960722391623,0.9461606541742082
baseline_results_seen_child/wavlm_attn_lw,balanced_acc,0.9755229949951172,109,441,0.7433900878780046,0.8132329185474905,0.6876826580274856,0.7703870538043074,0.31752702452875087,0.479021831448243,0.7587682396728139,0.8451391089783338,0.9019960722391623,0.9461606541742082
baseline_results_seen_child/wavlm_attn_lw,youden,0.9755229949951172,109,441,0.7433900878780046,0.8132329185474905,0.6876826580274856,0.7703870538043074,0.31752702452875087,0.479021831448243,0.7587682396728139,0.8451391089783338,0.9019960722391623,0.9461606541742082
baseline_results_seen_child/wavlm_mean,f1,0.5288430452346802,109,441,0.8312012488903062,0.8924351752111863,0.5672910382565912,0.659779712760172,0.18383381560056683,0.39461538382163674,0.7254665638767169,0.8283890429167418,0.8826169038870362,0.9393553726833545
baseline_results_seen_child/wavlm_mean,balanced_acc,0.9069536328315736,109,441,0.7560022909507446,0.8309882946326609,0.6531035090341458,0.754093736176299,0.2691455347408025,0.4553289141055922,0.7254665638767169,0.8283890429167418,0.8826169038870362,0.9393553726833545
baseline_results_seen_child/wavlm_mean,youden,0.9069536328315736,109,441,0.7560022909507446,0.8309882946326609,0.6531035090341458,0.754093736176299,0.2691455347408025,0.4553289141055922,0.7254665638767169,0.8283890429167418,0.8826169038870362,0.9393553726833545
baseline_results_seen_child/wavlm_stats_lw,f1,0.5049058198928833,109,441,0.8506462462462463,0.9027642553084225,0.5919817538376739,0.680825139197115,0.2666234990997653,0.4645215693253062,0.7261978885513368,0.8362227248854087,0.8729886798331836,0.9383713263914959
baseline_results_seen_child/wavlm_stats_lw,balanced_acc,0.8444518446922302,109,441,0.8154262754200938,0.8743183128758547,0.6697681545450422,0.7699966124432138,0.3202932300526579,0.5112731662584499,0.7261978885513368,0.8362227248854087,0.8729886798331836,0.9383713263914959
baseline_results_seen_child/wavlm_stats_lw,youden,0.8444518446922302,109,441,0.8154262754200938,0.8743183128758547,0.6697681545450422,0.7699966124432138,0.3202932300526579,0.5112731662584499,0.7261978885513368,0.8362227248854087,0.8729886798331836,0.9383713263914959
baseline_results_seen_child/whisper_attn,f1,0.4881488680839538,109,441,0.8627093173035638,0.9171652421652422,0.6840926984517833,0.7868009254223102,0.4110845473218907,0.596330695524057,0.8278456652480936,0.8984557382327419,0.9332529463892162,0.9679659848310822
baseline_results_seen_child/whisper_attn,balanced_acc,0.7622614502906799,109,441,0.7999667221297837,0.8688666847310662,0.7172441900246187,0.8158683496696315,0.3847588247540952,0.5606103655610581,0.8278456652480936,0.8984557382327419,0.9332529463892162,0.9679659848310822
baseline_results_seen_child/whisper_attn,youden,0.7622614502906799,109,441,0.7999667221297837,0.8688666847310662,0.7172441900246187,0.8158683496696315,0.3847588247540952,0.5606103655610581,0.8278456652480936,0.8984557382327419,0.9332529463892162,0.9679659848310822
baseline_results_seen_child/whisper_attn_aug,f1,0.4277195930480957,109,441,0.8477596929147366,0.9049953548866593,0.6637833410298334,0.7600322821425873,0.3511426844837567,0.5469542464392874,0.8232593027536003,0.8909073714234494,0.9320946188623238,0.965727632052658
baseline_results_seen_child/whisper_attn_aug,balanced_acc,0.7531076073646545,109,441,0.8106218587613936,0.8755429731281267,0.729849072341259,0.8168703699062082,0.41085594277089377,0.5713663302412681,0.8232593027536003,0.8909073714234494,0.9320946188623238,0.965727632052658
baseline_results_seen_child/whisper_attn_aug,youden,0.7531076073646545,109,441,0.8106218587613936,0.8755429731281267,0.729849072341259,0.8168703699062082,0.41085594277089377,0.5713663302412681,0.8232593027536003,0.8909073714234494,0.9320946188623238,0.965727632052658
baseline_results_seen_child/whisper_attn_aug_ptt,f1,0.4356332421302795,109,441,0.8504380097180898,0.9059111694366783,0.6460558434084925,0.7423040258789857,0.34113101923960293,0.5231147221854481,0.8222255194222055,0.8860456230948603,0.9335251638365686,0.9660872863464578
baseline_results_seen_child/whisper_attn_aug_ptt,balanced_acc,0.8503677248954773,109,441,0.7865120522423894,0.858182849286819,0.735172835255755,0.821610851873108,0.41130970230588904,0.5659486359034283,0.8222255194222055,0.8860456230948603,0.9335251638365686,0.9660872863464578
baseline_results_seen_child/whisper_attn_aug_ptt,youden,0.8503677248954773,109,441,0.7865120522423894,0.858182849286819,0.735172835255755,0.821610851873108,0.41130970230588904,0.5659486359034283,0.8222255194222055,0.8860456230948603,0.9335251638365686,0.9660872863464578
baseline_results_seen_child/whisper_attn_lw,f1,0.3590618073940277,109,441,0.8553641799901629,0.911810655712001,0.6651572836047142,0.7733608769594794,0.3752501592839986,0.5803852429224353,0.8300195816861248,0.8976622051152502,0.9189347618836128,0.9663846365457851
baseline_results_seen_child/whisper_attn_lw,balanced_acc,0.5081323981285095,109,441,0.8436915198767011,0.9015571476723131,0.7324796366410644,0.8285110572743369,0.44298692504752374,0.615479170139148,0.8300195816861248,0.8976622051152502,0.9189347618836128,0.9663846365457851
baseline_results_seen_child/whisper_attn_lw,youden,0.5081323981285095,109,441,0.8436915198767011,0.9015571476723131,0.7324796366410644,0.8285110572743369,0.44298692504752374,0.615479170139148,0.8300195816861248,0.8976622051152502,0.9189347618836128,0.9663846365457851
baseline_results_seen_child/whisper_attn_ptt,f1,0.4882576465606689,109,441,0.8579013878711558,0.9140702647171254,0.6645194285929887,0.7697029676485397,0.3741632948522939,0.57717836311835,0.8303122868026076,0.8955827526105513,0.9349685813545221,0.9679983459459398
baseline_results_seen_child/whisper_attn_ptt,balanced_acc,0.7867614030838013,109,441,0.8153975914777883,0.880466472303207,0.7327940399495517,0.8213645452441475,0.4160039430337532,0.5835456968797799,0.8303122868026076,0.8955827526105513,0.9349685813545221,0.9679983459459398
baseline_results_seen_child/whisper_attn_ptt,youden,0.7867614030838013,109,441,0.8153975914777883,0.880466472303207,0.7327940399495517,0.8213645452441475,0.4160039430337532,0.5835456968797799,0.8303122868026076,0.8955827526105513,0.9349685813545221,0.9679983459459398
baseline_results_seen_child/whisper_attn_unfreeze2,f1,0.5033697485923767,109,441,0.8503273664414571,0.9070119293028286,0.6637008894483678,0.7647575468238319,0.3584937366292895,0.5616480797005067,0.8236071306567299,0.8965425168013688,0.9230219819111926,0.9644588452784614
baseline_results_seen_child/whisper_attn_unfreeze2,balanced_acc,0.999872088432312,109,441,0.7984955150356591,0.8650352888352579,0.7469606147581199,0.8266203408915127,0.4231184754951895,0.5817617719993238,0.8236071306567299,0.8965425168013688,0.9230219819111926,0.9644588452784614
baseline_results_seen_child/whisper_attn_unfreeze2,youden,0.999872088432312,109,441,0.7984955150356591,0.8650352888352579,0.7469606147581199,0.8266203408915127,0.4231184754951895,0.5817617719993238,0.8236071306567299,0.8965425168013688,0.9230219819111926,0.9644588452784614
baseline_results_seen_child/whisper_mean,f1,0.5493249893188477,109,441,0.8405697836013499,0.9005459398949452,0.7051146270826889,0.7952426320943663,0.4056459021652616,0.568602908483824,0.8291466973289143,0.8901540848231974,0.9248730852776328,0.9658703916261782
baseline_results_seen_child/whisper_mean,balanced_acc,0.8322452902793884,109,441,0.7979081002341747,0.8674360265268567,0.734844870356027,0.8171602803920787,0.41686040815082104,0.5601402393981741,0.8291466973289143,0.8901540848231974,0.9248730852776328,0.9658703916261782
baseline_results_seen_child/whisper_mean,youden,0.8322452902793884,109,441,0.7979081002341747,0.8674360265268567,0.734844870356027,0.8171602803920787,0.41686040815082104,0.5601402393981741,0.8291466973289143,0.8901540848231974,0.9248730852776328,0.9658703916261782
baseline_results_seen_child/whisper_stats_lw,f1,0.5107757449150085,109,441,0.8427361716473619,0.8967645012177544,0.6456115013956598,0.7503442235229923,0.32030098238867744,0.5191261023810383,0.7642591596771283,0.8503657853079749,0.904099810739826,0.9478588170091179
baseline_results_seen_child/whisper_stats_lw,balanced_acc,0.5395963191986084,109,441,0.828659174896263,0.8889210019267823,0.6718543012816411,0.7716904294317884,0.33939743712828563,0.5300258595859794,0.7642591596771283,0.8503657853079749,0.904099810739826,0.9478588170091179
baseline_results_seen_child/whisper_stats_lw,youden,0.5395963191986084,109,441,0.828659174896263,0.8889210019267823,0.6718543012816411,0.7716904294317884,0.33939743712828563,0.5300258595859794,0.7642591596771283,0.8503657853079749,0.904099810739826,0.9478588170091179
baselines/audio_llm_baseline_runs/qwen2_audio_7b,f1,0.8862754702568054,109,441,0.8361841836275768,0.8992105509745127,0.5867197658478566,0.6864903602676035,0.2256227243469962,0.4474581145018702,0.6535619731273835,0.7917248079361526,0.80183049587886,0.9041390598357275
baselines/audio_llm_baseline_runs/qwen2_audio_7b,balanced_acc,0.9845169186592102,109,441,0.6925759655866739,0.7853431699190861,0.6290868746070677,0.7427420668103335,0.2227524263027466,0.41755035699848014,0.6535619731273835,0.7917248079361526,0.80183049587886,0.9041390598357275
baselines/audio_llm_baseline_runs/qwen2_audio_7b,youden,0.9845169186592102,109,441,0.6925759655866739,0.7853431699190861,0.6290868746070677,0.7427420668103335,0.2227524263027466,0.41755035699848014,0.6535619731273835,0.7917248079361526,0.80183049587886,0.9041390598357275
baselines/audio_llm_baseline_runs/qwen2_audio_7b_2shot,f1,0.8862754702568054,109,441,0.8361841836275768,0.8992105509745127,0.5867197658478566,0.6864903602676035,0.2256227243469962,0.4474581145018702,0.6535619731273835,0.7917248079361526,0.80183049587886,0.9041390598357275
baselines/audio_llm_baseline_runs/qwen2_audio_7b_2shot,balanced_acc,0.9845169186592102,109,441,0.6925759655866739,0.7853431699190861,0.6290868746070677,0.7427420668103335,0.2227524263027466,0.41755035699848014,0.6535619731273835,0.7917248079361526,0.80183049587886,0.9041390598357275
baselines/audio_llm_baseline_runs/qwen2_audio_7b_2shot,youden,0.9845169186592102,109,441,0.6925759655866739,0.7853431699190861,0.6290868746070677,0.7427420668103335,0.2227524263027466,0.41755035699848014,0.6535619731273835,0.7917248079361526,0.80183049587886,0.9041390598357275
baselines/audio_llm_baseline_runs/qwen2_audio_7b_cross_child,f1,0.638214647769928,21,496,0.7963167551907292,0.9088014071653566,0.5232728862870972,0.6101418500663217,0.11739218223653301,0.392473420280283,0.7293196062650454,0.8261330364233984,0.8420320537661304,0.9471999664761933
baselines/audio_llm_baseline_runs/qwen2_audio_7b_cross_child,balanced_acc,0.983337938785553,21,496,0.6666462668298653,0.7937938602721822,0.6357938494024891,0.7244621819848187,0.23742047403221125,0.3982041806101745,0.7293196062650454,0.8261330364233984,0.8420320537661304,0.9471999664761933
baselines/audio_llm_baseline_runs/qwen2_audio_7b_cross_child,youden,0.983337938785553,21,496,0.6666462668298653,0.7937938602721822,0.6357938494024891,0.7244621819848187,0.23742047403221125,0.3982041806101745,0.7293196062650454,0.8261330364233984,0.8420320537661304,0.9471999664761933
baselines/audio_llm_baseline_runs/qwen2_audio_7b_synth_2shot,f1,0.7544393539428711,109,441,0.8266275890490624,0.8913721871672038,0.5247338374034252,0.5960473005138535,0.08780710309829343,0.30902915177811635,0.6468932546803916,0.7734791400671491,0.8082134033407318,0.9085025405355043
baselines/audio_llm_baseline_runs/qwen2_audio_7b_synth_2shot,balanced_acc,0.9477585554122924,109,441,0.7430370799956504,0.8231746538091452,0.6222354743427136,0.7261847877117338,0.2205911070909757,0.40648102283726684,0.6468932546803916,0.7734791400671491,0.8082134033407318,0.9085025405355043
baselines/audio_llm_baseline_runs/qwen2_audio_7b_synth_2shot,youden,0.9477585554122924,109,441,0.7430370799956504,0.8231746538091452,0.6222354743427136,0.7261847877117338,0.2205911070909757,0.40648102283726684,0.6468932546803916,0.7734791400671491,0.8082134033407318,0.9085025405355043
baselines/audio_llm_baseline_runs/qwen2_audio_7b_synth_2shot_v1,f1,0.7544393539428711,109,441,0.8266275890490624,0.8913721871672038,0.5247338374034252,0.5960473005138535,0.08780710309829343,0.30902915177811635,0.6468932546803916,0.7734791400671491,0.8082134033407318,0.9085025405355043
baselines/audio_llm_baseline_runs/qwen2_audio_7b_synth_2shot_v1,balanced_acc,0.9477585554122924,109,441,0.7430370799956504,0.8231746538091452,0.6222354743427136,0.7261847877117338,0.2205911070909757,0.40648102283726684,0.6468932546803916,0.7734791400671491,0.8082134033407318,0.9085025405355043
baselines/audio_llm_baseline_runs/qwen2_audio_7b_synth_2shot_v1,youden,0.9477585554122924,109,441,0.7430370799956504,0.8231746538091452,0.6222354743427136,0.7261847877117338,0.2205911070909757,0.40648102283726684,0.6468932546803916,0.7734791400671491,0.8082134033407318,0.9085025405355043
baselines/audio_model_baseline_runs/cohere_transcribe,f1,0.0,109,441,0.8304261235001132,0.8912549874642707,0.5,0.5,0.0,0.0,0.5,0.5,0.7100245143672811,0.803841259847519
baselines/audio_model_baseline_runs/cohere_transcribe,balanced_acc,0.0,109,441,0.8304261235001132,0.8912549874642707,0.5,0.5,0.0,0.0,0.5,0.5,0.7100245143672811,0.803841259847519
baselines/audio_model_baseline_runs/cohere_transcribe,youden,0.0,109,441,0.8304261235001132,0.8912549874642707,0.5,0.5,0.0,0.0,0.5,0.5,0.7100245143672811,0.803841259847519
baselines/audio_model_baseline_runs/cohere_transcribe_cross_child,f1,0.0,21,496,0.7922077922077922,0.8969704871399786,0.5,0.5,0.0,0.0,0.5,0.5,0.6559139784946236,0.8131881121242823
baselines/audio_model_baseline_runs/cohere_transcribe_cross_child,balanced_acc,0.0,21,496,0.7922077922077922,0.8969704871399786,0.5,0.5,0.0,0.0,0.5,0.5,0.6559139784946236,0.8131881121242823
baselines/audio_model_baseline_runs/cohere_transcribe_cross_child,youden,0.0,21,496,0.7922077922077922,0.8969704871399786,0.5,0.5,0.0,0.0,0.5,0.5,0.6559139784946236,0.8131881121242823
baselines/audio_model_baseline_runs/granite_speech_1b,f1,0.0,109,441,0.8304261235001132,0.8912549874642707,0.5,0.5,0.0,0.0,0.3935494140493338,0.5164004937130716,0.6654551695601305,0.7896138758118506
baselines/audio_model_baseline_runs/granite_speech_1b,balanced_acc,0.1604809910058975,109,441,0.7729431265819949,0.8422745395327943,0.4857902132960622,0.5678592200681137,-0.03272000994465667,0.15638667925871977,0.3935494140493338,0.5164004937130716,0.6654551695601305,0.7896138758118506
baselines/audio_model_baseline_runs/granite_speech_1b,youden,0.1604809910058975,109,441,0.7729431265819949,0.8422745395327943,0.4857902132960622,0.5678592200681137,-0.03272000994465667,0.15638667925871977,0.3935494140493338,0.5164004937130716,0.6654551695601305,0.7896138758118506
baselines/audio_model_baseline_runs/granite_speech_1b_cross_child,f1,0.0889903903007507,21,496,0.7951844790521678,0.8969773203735468,0.5,0.5195571676946641,0.0,0.16323257331673163,0.40436908217234263,0.5349110754408357,0.6283198464164034,0.8153161866368624
baselines/audio_model_baseline_runs/granite_speech_1b_cross_child,balanced_acc,0.1595118939876556,21,496,0.7596872214569322,0.8557905733398675,0.4895726684436659,0.562993530021345,-0.029297435595993408,0.1575217142910023,0.40436908217234263,0.5349110754408357,0.6283198464164034,0.8153161866368624
