system,objective,threshold,n_children_test,n_clips_test,f1_child_ci_low,f1_child_ci_high,balanced_acc_child_ci_low,balanced_acc_child_ci_high,mcc_child_ci_low,mcc_child_ci_high,auroc_child_ci_low,auroc_child_ci_high,auprc_child_ci_low,auprc_child_ci_high
babar_combined_runs::gbm_all_features,youden,0.4912694813877252,109,441,0.8256195356924921,0.8962415013597824,0.7461012033819147,0.8420224761946994,0.4447913334407343,0.630302158993014,0.7735686209522535,0.86565215571801,0.901689791642297,0.95108011563408
babar_combined_runs::gbm_diarizer_all,f1,0.3274146058352304,109,441,0.8298400018685913,0.8955681770699648,0.7342225138512306,0.8318716070097936,0.4299877199528004,0.6204515026557121,0.7752238529041044,0.8669993126062104,0.8933186206436333,0.9492314236156083
babar_combined_runs::gbm_diarizer_all,balanced_acc,0.5757884117845102,109,441,0.8248156369930018,0.8902499233699698,0.7549579601275069,0.8429107814627617,0.4481614345682332,0.6289895803265839,0.7752238529041044,0.8669993126062104,0.8933186206436333,0.9492314236156083
babar_combined_runs::gbm_diarizer_all,youden,0.5757884117845102,109,441,0.8248156369930018,0.8902499233699698,0.7549579601275069,0.8429107814627617,0.4481614345682332,0.6289895803265839,0.7752238529041044,0.8669993126062104,0.8933186206436333,0.9492314236156083
babar_combined_runs::gbm_diarizer_plus_embedding,f1,0.0,109,441,0.8304261235001132,0.8912549874642707,0.5,0.5,0.0,0.0,0.7607718056191186,0.8582028389243582,0.8811351873502298,0.9451035739350522
babar_combined_runs::gbm_diarizer_plus_embedding,balanced_acc,0.5566557495464394,109,441,0.823310966706069,0.891060666642434,0.7475945831028865,0.845344181871339,0.44283708464011007,0.6299034453621453,0.7607718056191186,0.8582028389243582,0.8811351873502298,0.9451035739350522
babar_combined_runs::gbm_diarizer_plus_embedding,youden,0.5566557495464394,109,441,0.823310966706069,0.891060666642434,0.7475945831028865,0.845344181871339,0.44283708464011007,0.6299034453621453,0.7607718056191186,0.8582028389243582,0.8811351873502298,0.9451035739350522
babar_combined_runs::gbm_diarizer_plus_phoneme,f1,0.4051739492469839,109,441,0.8343153972464318,0.9007126823793491,0.7302547980908408,0.8260414518457414,0.4322873671866596,0.6174042712146486,0.775405277970286,0.8695898411779898,0.8941676319566728,0.9501612197987539
babar_combined_runs::gbm_diarizer_plus_phoneme,balanced_acc,0.445329594800695,109,441,0.830698352194355,0.8977103573907009,0.7408401260463682,0.839329948862059,0.437919059871123,0.6263042839601086,0.775405277970286,0.8695898411779898,0.8941676319566728,0.9501612197987539
babar_combined_runs::gbm_diarizer_plus_phoneme,youden,0.445329594800695,109,441,0.830698352194355,0.8977103573907009,0.7408401260463682,0.839329948862059,0.437919059871123,0.6263042839601086,0.775405277970286,0.8695898411779898,0.8941676319566728,0.9501612197987539
babar_combined_runs::gbm_embedding_all,f1,0.3886424322936772,109,441,0.8417343845682793,0.9004452977363194,0.748087989605181,0.8407661309876066,0.4522043368643207,0.6315726574683715,0.7824973155298228,0.8629464959455193,0.9003834157104423,0.9473533030202252
babar_combined_runs::gbm_embedding_all,balanced_acc,0.3886424322936772,109,441,0.8417343845682793,0.9004452977363194,0.748087989605181,0.8407661309876066,0.4522043368643207,0.6315726574683715,0.7824973155298228,0.8629464959455193,0.9003834157104423,0.9473533030202252
babar_combined_runs::gbm_embedding_all,youden,0.3886424322936772,109,441,0.8417343845682793,0.9004452977363194,0.748087989605181,0.8407661309876066,0.4522043368643207,0.6315726574683715,0.7824973155298228,0.8629464959455193,0.9003834157104423,0.9473533030202252
babar_combined_runs::gbm_enrollment_only,f1,0.3290300637647508,109,441,0.8350774617996605,0.8995392629276459,0.7394509573505685,0.8392043118037479,0.4380589817531339,0.6275373478639423,0.7379985776257924,0.83905352958857,0.8660014700648331,0.9320877528890675
babar_combined_runs::gbm_enrollment_only,balanced_acc,0.513158574231207,109,441,0.8251464667377343,0.889843590333129,0.7475834548746707,0.836495725725541,0.43978654126908456,0.620565176651521,0.7379985776257924,0.83905352958857,0.8660014700648331,0.9320877528890675
babar_combined_runs::gbm_enrollment_only,youden,0.513158574231207,109,441,0.8251464667377343,0.889843590333129,0.7475834548746707,0.836495725725541,0.43978654126908456,0.620565176651521,0.7379985776257924,0.83905352958857,0.8660014700648331,0.9320877528890675
babar_combined_runs::gbm_phoneme_all,f1,0.3195957592188154,109,441,0.8490068996030805,0.9093413558517581,0.7345571118301493,0.8290585840917013,0.4499913821314095,0.6288268781423212,0.7991525838527397,0.8789018470712591,0.9035274406898296,0.9532781887335982
babar_combined_runs::gbm_phoneme_all,balanced_acc,0.6095497898438788,109,441,0.8198427287581699,0.8892271341896891,0.7544673512712327,0.8393338359028281,0.4524021231655404,0.621009090592268,0.7991525838527397,0.8789018470712591,0.9035274406898296,0.9532781887335982
